Id,1-1_small-sounding-engine_presence,1-2_medium-sounding-engine_presence,1-3_large-sounding-engine_presence,1-X_engine-of-uncertain-size_presence,1_engine_presence,2-1_rock-drill_presence,2-2_jackhammer_presence,2-X_other-unknown-impact-machinery_presence,2_machinery-impact_presence,3-1_non-machinery-impact_presence,3_non-machinery-impact_presence,4-1_chainsaw_presence,4-2_small-medium-rotating-saw_presence,4-3_large-rotating-saw_presence,4-X_other-unknown-powered-saw_presence,4_powered-saw_presence,5-1_car-horn_presence,5-3_siren_presence,5-4_reverse-beeper_presence,5_alert-signal_presence,6-1_stationary-music_presence,6-2_mobile-music_presence,6-X_music-from-uncertain-source_presence,6_music_presence,7-1_person-or-small-group-talking_presence,7-2_person-or-small-group-shouting_presence,7-4_amplified-speech_presence,7_human-voice_presence,8-1_dog-barking-whining_presence,8_dog_presence
11,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.9999310970306396,0.8781560063362122,0.0015790722100064158,5.653410184436325e-09,0.6153296232223511,7.18182634131155e-15,7.18182634131155e-15,1.0,2.0449820112844463e-06,4.4162483927624595e-30,2.4117119759581307e-11,5.0347597025764985e-18,8.172683719007235e-27,0.00039723486406728625,1.455123194044083e-17,8.015757021824917e-23,3.006635794144578e-39,1.4784504814114663e-16,2.2165823878707514e-16,3.006635794144578e-39,3.7198434631442653e-39,0.0004987359861843288,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
12,6.24367308360254e-17,3.006635794144578e-39,3.0276952817227325e-18,1.0500318639285154e-30,1.0,1.0764447324618232e-05,1.6162694294052926e-07,0.038391854614019394,1.0,0.9993483424186707,0.9993483424186707,0.9997435212135315,1.3753749954048544e-05,1.297250799312098e-28,1.2214804015515506e-34,1.0321252104597708e-15,5.169185893037277e-23,0.992293119430542,0.5171112418174744,8.015757021824917e-23,3.006635794144578e-39,1.2571791116881598e-15,2.2165823878707514e-16,3.006635794144578e-39,1.0,0.5247086882591248,0.0021149718668311834,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
13,1.0,0.00655228178948164,2.9338472770408185e-27,1.6805305753849577e-34,7.230781351226987e-39,3.503641607238675e-38,7.204317697961926e-10,0.246344655752182,0.12600183486938477,1.0,1.0,5.855951023941774e-33,0.9999973773956299,6.334364115900826e-06,7.0556443512626385e-28,0.9941744208335876,0.9995183944702148,0.990915834903717,2.0395597963149408e-23,2.514438148875827e-17,0.998415470123291,1.0,0.17986373603343964,0.9999994039535522,1.0,5.159056626662888e-32,0.000746808247640729,0.9999963045120239,0.004944075830280781,0.004944075830280781
14,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.9773498177528381,0.0050532883033156395,0.0006868381169624627,5.653410184436325e-09,0.23701211810112,2.565852924626389e-23,2.565852924626389e-23,2.7056811550626742e-15,2.0449820112844463e-06,6.90690293848247e-31,7.361593973298497e-12,5.3389479282173614e-17,8.172683719007235e-27,2.3188869818113744e-05,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,0.9096214175224304,0.0004987359861843288,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
15,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.8825015425682068,8.364648351744108e-07,5.450750541058369e-05,5.653410184436325e-09,5.016586391277744e-25,3.006635794144578e-39,3.006635794144578e-39,8.110282955057959e-21,2.0449820112844463e-06,2.0719436297861742e-26,7.361593973298497e-12,2.214266943900093e-16,5.278177697692166e-32,6.337254532988792e-14,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,2.5396238618993342e-27,3.1626729694114333e-21,3.006635794144578e-39,1.0,1.0,0.0014700705651193857,0.9998996257781982,0.8302012085914612,0.8302012085914612
16,1.0,3.006635794144578e-39,3.0276952817227325e-18,9.071348163438468e-36,3.006635794144578e-39,3.575342688577621e-08,1.0,0.993509829044342,4.3579572497503855e-16,1.0,1.0,4.2640824534984727e-20,0.9999997615814209,3.011791171194829e-38,4.7213426151673425e-23,1.0388078175438409e-09,2.5971199314758032e-22,9.892588484494702e-12,2.4727050913497806e-06,5.360019035555173e-28,3.006635794144578e-39,1.0,4.608483808214352e-26,3.006635794144578e-39,1.0,0.9981479644775391,0.9396218061447144,0.3989925980567932,1.2790947856444745e-08,1.2790947856444745e-08
17,0.9999949932098389,3.006635794144578e-39,2.9338472770408185e-27,1.3204229319628386e-34,7.401132392719921e-22,3.4999202091750146e-35,1.4520245560319265e-23,1.8062473827740178e-07,2.3884791654186326e-34,1.0,1.0,6.722843898950892e-35,0.999993085861206,1.3163348289336175e-33,8.629099278642384e-22,0.9999990463256836,3.356761077970845e-28,0.9998929500579834,6.249989546467748e-24,1.0,0.39827680587768555,1.0,0.9451589584350586,0.9999998807907104,1.0,1.0,0.07262136787176132,1.0,0.4001816511154175,0.4001816511154175
18,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,3.006635794144578e-39,0.9945823550224304,1.0,2.7314312270321217e-11,0.06839688867330551,1.0,3.195155029445118e-09,3.195155029445118e-09,2.60761737536086e-07,0.0002438607334624976,1.7782797289070037e-28,2.2232409191630734e-14,0.13530053198337555,1.1885635235203887e-21,0.9413818120956421,0.006202311720699072,1.5085951283860823e-22,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,1.0,0.008539226837456226,0.0022922514472156763,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
19,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,3.12251025036403e-08,0.01147988997399807,0.0006868381169624627,5.653410184436325e-09,8.87100881641345e-08,2.565852924626389e-23,2.565852924626389e-23,2.7056811550626742e-15,2.0449820112844463e-06,6.90690293848247e-31,7.361593973298497e-12,5.3389479282173614e-17,1.0814439694005673e-29,1.0,1.483014400810391e-16,0.9999748468399048,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,0.9961997866630554,1.0,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
20,1.0,3.006635794144578e-39,3.01556756606908e-27,1.6805305753849577e-34,3.006635794144578e-39,3.006635794144578e-39,1.2885527367334504e-10,0.06768281012773514,1.7342607718216602e-18,1.0,1.0,1.5755032931507153e-37,0.9999974966049194,2.1678249569519027e-36,3.006635794144578e-39,0.6165449023246765,0.9988403916358948,1.5709865408553014e-08,2.043079378129675e-23,5.878216334452426e-19,0.00013286406465340406,1.0,0.9999356269836426,0.989962100982666,1.0,1.0,0.14795270562171936,0.5317915678024292,0.47868019342422485,0.47868019342422485
21,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.9859530925750732,0.011769154109060764,0.00041514832992106676,5.653410184436325e-09,0.01000740472227335,2.565852924626389e-23,2.565852924626389e-23,2.7056811550626742e-15,2.0449820112844463e-06,3.757899333929064e-30,7.361593973298497e-12,2.8122628872992092e-14,8.172683719007235e-27,0.0006348350434564054,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,2.212863554038439e-25,0.0004987359861843288,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
22,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,1.0,4.788522801391082e-06,0.00021976932475809008,5.653410184436325e-09,0.6232726573944092,3.006635794144578e-39,3.006635794144578e-39,3.004739778953467e-19,2.0449820112844463e-06,2.0719436297861742e-26,7.361593973298497e-12,2.214266943900093e-16,3.397074642626363e-32,2.90775924992285e-30,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,3.006635794144578e-39,1.3648494647409162e-20,3.006635794144578e-39,1.0,0.9990246295928955,0.000530855031684041,0.9998996257781982,0.004944075830280781,0.004944075830280781
23,1.0,1.0,3.01556756606908e-27,3.796416274267748e-36,3.006635794144578e-39,3.006635794144578e-39,2.1167659269849537e-07,3.753298116748738e-09,5.1409080694843624e-23,1.0,1.0,9.888666165379574e-23,0.9999974966049194,8.81319550671833e-08,3.006635794144578e-39,1.0,6.684964225985073e-29,3.055564828935431e-11,1.5555061625695501e-19,6.083094444830905e-11,1.0,1.0,1.3255523754196474e-06,0.9999996423721313,1.0,0.9864490628242493,0.00022350861399900168,1.0,0.006574655883014202,0.006574655883014202
24,6.24367308360254e-17,3.006635794144578e-39,3.0276952817227325e-18,1.808018833203146e-30,1.0,0.49049779772758484,0.09807112067937851,2.0070481696166098e-05,1.0,0.994380533695221,0.994380533695221,1.0,1.3753749954048544e-05,2.0294818048930932e-27,7.091599985194208e-13,1.681294964361868e-10,8.172683719007235e-27,0.9999743700027466,7.5403496380827e-13,1.39201245473973e-13,3.006635794144578e-39,1.2571791116881598e-15,2.2165823878707514e-16,3.006635794144578e-39,3.006635794144578e-39,0.0004987359861843288,0.0021149718668311834,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
25,1.0,3.006635794144578e-39,2.9338472770408185e-27,1.3204229319628386e-34,3.006635794144578e-39,4.111931613637493e-26,2.4848002766475474e-08,0.00019136762421112508,5.569193982593742e-16,1.0,1.0,3.9058771602726175e-33,1.0,1.0849763384612743e-05,1.6500198724033594e-27,0.9999780654907227,6.421597706840041e-26,0.9955500364303589,8.216388770198017e-26,2.629404749487918e-10,3.006635794144578e-39,1.0,0.9999105930328369,3.006635794144578e-39,1.0,0.9998798370361328,0.9477531909942627,1.0,0.4001816511154175,0.4001816511154175
26,0.9999995231628418,3.006635794144578e-39,3.139344194699931e-27,3.76672901520505e-36,4.879583670458487e-08,2.408915182462136e-31,0.00021482566080521792,1.2290834092709702e-05,5.388930791779925e-34,1.0,1.0,1.4219289013514245e-19,0.999997615814209,4.012184310589559e-37,4.9731074499810836e-17,0.9999996423721313,7.158706523767593e-32,5.236815195530653e-05,6.640225851540626e-16,1.9432934743662672e-20,0.00011028962035197765,1.0,0.4336329996585846,0.9790838360786438,1.0,1.0,0.013508197851479053,1.0,0.33372610807418823,0.33372610807418823
27,2.0622195897902315e-20,3.006635794144578e-39,3.139344194699931e-27,1.545088864749072e-30,0.9974452257156372,3.026655122084776e-07,0.0015790722100064158,5.653410184436325e-09,0.01023490447551012,2.565852924626389e-23,2.565852924626389e-23,2.766883774776418e-14,0.0007191110053099692,6.90690293848247e-31,7.361593973298497e-12,5.520938829917297e-18,8.172683719007235e-27,0.0006348350434564054,1.1122056276609359e-17,8.015757021824917e-23,3.006635794144578e-39,6.069608474686272e-17,2.2165823878707514e-16,3.006635794144578e-39,1.0,0.0004987359861843288,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
28,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,4.144732429267606e-06,0.0002890729228965938,0.002410182962194085,5.653410184436325e-09,0.21989375352859497,2.565852924626389e-23,2.565852924626389e-23,5.571783388783278e-17,2.0449820112844463e-06,1.713788111552353e-33,1.0,1.342775496777351e-15,5.1753705021370465e-27,1.6472833907677525e-28,1.483014400810391e-16,8.015757021824917e-23,2.0046085730868548e-32,6.645361184093892e-26,3.794890179875665e-09,3.006635794144578e-39,1.0,0.45002809166908264,0.04631205275654793,0.9998996257781982,0.007731374353170395,0.007731374353170395
29,1.0,3.006635794144578e-39,3.0276952817227325e-18,3.5775765917121374e-36,3.006635794144578e-39,0.5567092299461365,1.0,0.42375448346138,1.194282954813755e-18,1.0,1.0,9.507756835227662e-33,1.0,1.2407706151407183e-07,1.2381234861278837e-29,7.391615763907566e-09,2.90488634172944e-31,0.9787778854370117,1.0,0.5002109408378601,3.006635794144578e-39,1.0,0.13137684762477875,3.006635794144578e-39,1.0,0.9772301316261292,0.08866452425718307,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
30,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.9998536109924316,0.000922360282856971,0.0006868381169624627,5.653410184436325e-09,0.007795407436788082,2.565852924626389e-23,2.565852924626389e-23,2.7056811550626742e-15,2.0449820112844463e-06,6.90690293848247e-31,1.0,8.00150397328725e-12,8.172683719007235e-27,3.5600038542082935e-12,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,2.9775183403291434e-17,1.3943967508422972e-12,3.006635794144578e-39,1.0,1.0,0.004699779208749533,0.9998996257781982,0.007731374353170395,0.007731374353170395
31,0.33559441566467285,3.006635794144578e-39,3.01556756606908e-27,6.690724846711903e-38,3.006635794144578e-39,1.6588044780870107e-35,8.432315861569964e-32,0.993933379650116,1.95011895489777e-34,1.0,1.0,9.055964302716804e-28,3.5252697982990355e-10,2.0055988085522353e-36,3.006635794144578e-39,0.8376326560974121,0.00011694242130033672,0.08343520760536194,1.0,3.543747623295577e-18,3.231648548762678e-08,1.0,1.713432543327747e-21,0.9997929930686951,1.0,1.0,0.01531696692109108,1.0,0.43292713165283203,0.43292713165283203
32,0.9999929666519165,3.006635794144578e-39,2.9338472770408185e-27,1.3204229319628386e-34,1.0488351283552621e-22,3.925274389744057e-36,2.363582940478892e-10,2.2308262259684852e-07,1.2941142355824587e-25,1.0,1.0,2.831074271848935e-24,0.9999998807907104,1.1493894902514512e-07,9.51122479792875e-21,0.00023247062927111983,2.5724871021700187e-31,0.9999938011169434,3.2812516629196735e-22,3.063945278047875e-11,0.0006936711724847555,1.0,0.39158254861831665,0.9998338222503662,1.0,1.0,0.10213525593280792,0.3989925980567932,0.8510932326316833,0.8510932326316833
33,6.2393933437574194e-15,3.006635794144578e-39,3.01556756606908e-27,1.545088864749072e-30,3.006635794144578e-39,9.957290090165732e-31,0.000374560768250376,2.596371814433951e-05,4.094368364349066e-07,3.006635794144578e-39,3.006635794144578e-39,1.2442903655408015e-18,2.4662058422109112e-05,5.993764002311281e-27,1.9649118396753406e-19,3.6644106430055046e-16,3.3078267768765164e-33,3.006635794144578e-39,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,1.6774951504713888e-26,5.510782061155493e-16,3.006635794144578e-39,1.0,0.9993085861206055,0.002463003620505333,0.9998996257781982,0.007731374353170395,0.007731374353170395
34,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.968952476978302,1.0,0.0006868381169624627,5.653410184436325e-09,1.0,2.565852924626389e-23,2.565852924626389e-23,0.9999997615814209,1.0,3.126295826733713e-26,3.56809850762807e-13,2.2718888402495363e-12,8.172683719007235e-27,0.0006348350434564054,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,2.212863554038439e-25,0.0004987359861843288,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
35,3.265730795443167e-29,3.006635794144578e-39,3.01556756606908e-27,8.774703497033514e-34,3.006635794144578e-39,1.6798032445002e-30,0.0003408178745303303,5.653410184436325e-09,1.0332914968103069e-07,3.2765365176601335e-06,3.2765365176601335e-06,6.982304003640832e-14,0.0007902390789240599,1.3176424157886936e-31,2.52464415142769e-18,9.85480800120371e-16,1.2203344054923701e-27,1.4088995788574925e-20,1.5540452496902446e-14,8.015757021824917e-23,0.9999972581863403,5.379145829909536e-22,0.9980624318122864,1.0,1.0,0.0002893177734222263,1.8538517906563357e-05,0.9999921321868896,0.007731374353170395,0.007731374353170395
36,1.5781786595137597e-24,3.006635794144578e-39,3.01556756606908e-27,7.679269166811688e-38,3.006635794144578e-39,3.006635794144578e-39,3.629734960825631e-19,4.620821769663053e-08,3.006635794144578e-39,1.3869308701336643e-26,1.3869308701336643e-26,2.104286149132687e-23,2.964956102857741e-08,4.009858827762042e-37,8.015048865352586e-39,0.9999997615814209,1.434469686500961e-05,3.0356823680808955e-21,4.1259326412517305e-18,4.017429444669318e-11,1.0,5.886719918635208e-06,1.0,1.0,1.0,1.0,0.03729114308953285,0.4385855495929718,0.4399219751358032,0.4399219751358032
37,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.2703132378673413e-34,0.9368223547935486,0.9990121126174927,1.0,8.216351261580712e-07,1.0,6.808764396737388e-08,6.808764396737388e-08,0.9988490343093872,2.0449820112844463e-06,4.1891383702852864e-30,9.326041675028485e-12,1.3992156766562402e-07,1.4021244544277374e-25,0.0006348350434564054,1.1112914755084802e-10,8.015757021824917e-23,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,2.212863554038439e-25,0.0004987359861843288,0.002293874742463231,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
38,3.479325166457327e-36,3.006635794144578e-39,3.0276952817227325e-18,8.87248809663262e-33,0.005055964458733797,2.950904901292614e-14,3.38216580075823e-07,0.9993608593940735,3.7919857089442133e-22,1.0,1.0,8.444341226265806e-09,3.6776361955759285e-09,5.904608801898803e-09,3.006635794144578e-39,1.0,0.4769270122051239,1.0,1.0,8.594349709926293e-28,3.006635794144578e-39,1.0,1.3249946579405218e-26,3.006635794144578e-39,1.0,1.0,0.03285279870033264,0.9998996257781982,7.962044179521399e-08,7.962044179521399e-08
39,1.0,3.006635794144578e-39,3.01556756606908e-27,1.6805305753849577e-34,3.006635794144578e-39,3.006635794144578e-39,1.7042970368308374e-09,0.03470836579799652,5.097924252878139e-12,1.0,1.0,3.717314688007024e-34,1.0,1.437579726371041e-07,1.0505493781231872e-36,3.2167641197701006e-17,2.623776929961933e-30,4.96232814839459e-08,1.4690700213960495e-20,0.00015360179531853646,3.006635794144578e-39,1.0,0.0009739691740833223,3.006635794144578e-39,1.0,0.932520866394043,0.5790961980819702,1.0,0.007516221143305302,0.007516221143305302
40,0.9999747276306152,3.006635794144578e-39,3.139344194699931e-27,3.572285288710847e-36,3.006635794144578e-39,1.1337560544758891e-26,2.8519372627378026e-11,0.9877514839172363,6.222187936326233e-29,1.0,1.0,2.188611027435436e-13,0.9998168349266052,5.4500363516107147e-36,1.0930779820169118e-21,1.0,0.9999792575836182,0.21774137020111084,1.3048927952443497e-15,8.765460083401108e-21,5.905101407854829e-10,1.0,6.757820824963651e-25,0.9990540146827698,1.0,0.9999997615814209,0.004357598256319761,1.0,1.2790947856444745e-08,1.2790947856444745e-08
41,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.3137004588497034e-34,3.006635794144578e-39,0.007913092151284218,0.0002744075609371066,0.00034235036582686007,0.999987006187439,1.0,1.0,1.6181891127024132e-23,2.0449820112844463e-06,2.0719436297861742e-26,7.361593973298497e-12,1.0214211915778471e-14,3.9888214939899086e-29,0.9998558759689331,1.483014400810391e-16,8.015757021824917e-23,3.006635794144578e-39,4.940212822157619e-11,1.6135878125026974e-19,3.006635794144578e-39,3.006635794144578e-39,0.7149900794029236,0.0016245145816355944,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
42,1.0,3.006635794144578e-39,2.9338472770408185e-27,6.743510078304861e-38,1.0,3.006635794144578e-39,1.0427309682370378e-08,5.653410184436325e-09,5.334960892704118e-31,1.0,1.0,3.006635794144578e-39,1.5015271515039785e-07,5.485629773494382e-25,9.295822867997571e-29,3.342901623867848e-25,9.931840919589074e-30,4.610717016517718e-11,1.936470526782412e-20,9.29720642378444e-14,1.0,0.7724191546440125,1.4888525967649002e-09,0.9999831914901733,1.0,0.9564813375473022,0.001964917639270425,0.9999921321868896,0.006574655883014202,0.006574655883014202
43,1.0,3.006635794144578e-39,3.01556756606908e-27,7.679269166811688e-38,3.006635794144578e-39,3.006635794144578e-39,7.838098919910053e-11,0.00016668661555740982,1.9841525729149326e-23,1.0,1.0,2.2500501554228857e-35,1.7959483500362694e-07,2.43180478461954e-30,3.83221919219233e-39,0.03731571510434151,1.5618251846810514e-28,0.00045729917474091053,1.0095527734295163e-20,1.2106030215042732e-18,0.9437227249145508,1.0,8.296434236773532e-22,0.9999514818191528,1.0,0.9998682737350464,0.0019574351608753204,1.0,0.006574655883014202,0.006574655883014202
44,2.0622195897902315e-20,3.006635794144578e-39,3.0276952817227325e-18,1.545088864749072e-30,0.001459870021790266,0.021387621760368347,0.0006868381169624627,5.653410184436325e-09,0.0004967028507962823,2.565852924626389e-23,2.565852924626389e-23,2.7056811550626742e-15,2.0449820112844463e-06,6.90690293848247e-31,7.361593973298497e-12,5.3389479282173614e-17,8.172683719007235e-27,1.0,1.483014400810391e-16,0.9999748468399048,3.006635794144578e-39,1.24098234619411e-17,2.2165823878707514e-16,3.006635794144578e-39,2.212863554038439e-25,0.0004987359861843288,0.0015908586792647839,0.9998996257781982,1.2688296247009845e-10,1.2688296247009845e-10
